,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
957,2,2009-08-19,81,64,73,M,62,66,0,8,-,-,TSRA BR,M,0.61,29.15,29.82,5.9,16,8.2
958,1,2009-08-20,78,64,71, 0,61,65,0,6,0504,1846,RA,0.0,0.07,28.93,29.66,12.1,23,12.5
959,2,2009-08-20,79,64,72,M,61,65,0,7,-,-,RA BR,M,0.12,29.0,29.65,12.2,23,12.7
960,1,2009-08-21,73,59,66,-5,58,61,0,1,0505,1845,RA,0.0,0.16,29.07,29.75,7.7,27,10.7
961,2,2009-08-21,74,59,67,M,58,61,0,2,-,-,RA,M,0.05,29.13,29.75,10.1,27,13.2
962,1,2009-08-22,68,57,63,-8,52,56,2,0,0506,1843, ,0.0,0.0,29.31,30.0,7.8,1,9.4
963,2,2009-08-22,69,58,64,M,52,57,1,0,-,-, ,M,0.0,29.36,29.99,9.4,36,10.4
964,1,2009-08-23,74,56,65,-6,53,58,0,0,0508,1842, ,0.0,0.0,29.38,30.09,2.7,2,6.4
965,2,2009-08-23,73,58,66,M,55,59,0,1,-,-, ,M,0.0,29.44,30.08,3.5,5,7.6
966,1,2009-08-24,79,54,67,-4,56,61,0,2,0509,1840, ,0.0,0.0,29.41,30.13,3.8,21,5.1
967,2,2009-08-24,79,57,68,M,57,62,0,3,-,-, ,M,0.0,29.47,30.12,5.0,21,5.7
968,1,2009-08-25,83,59,71, 1,61,65,0,6,0510,1839, ,0.0,0.0,29.33,30.05,9.1,21,9.2
969,2,2009-08-25,82,61,72,M,61,65,0,7,-,-, ,M,0.0,29.39,30.04,8.3,21,8.6
970,1,2009-08-26,73,62,68,-2,62,64,0,3,0511,1837,RA BR,0.0,0.93,29.36,30.08,5.2,2,7.8
971,2,2009-08-26,72,64,68,M,64,65,0,3,-,-,RA BR,M,0.54,29.42,30.07,3.9,2,7.3
972,1,2009-08-27,67,61,64,-6,60,61,1,0,0512,1835,RA BR,0.0,0.95,29.36,30.08,9.1,7,9.7
973,2,2009-08-27,67,62,65,M,61,63,0,0,-,-,RA BR,M,1.19,29.41,30.07,10.7,8,11.0
974,1,2009-08-28,68,60,64,-6,61,62,1,0,0513,1834,RA BR,0.0,0.22,29.18,29.93,3.4,2,5.7
975,2,2009-08-28,71,61,66,M,61,63,0,1,-,-,RA BR,M,0.28,29.24,29.92,2.6,2,5.4
976,1,2009-08-29,69,56,63,-7,51,56,2,0,0514,1832,RA DZ BR,0.0,0.02,29.18,29.89,11.4,31,11.8
977,2,2009-08-29,69,56,63,M,52,57,2,0,-,-,DZ,M,0.01,29.24,29.88,10.4,31,11.1
978,1,2009-08-30,66,51,59,-11,47,52,6,0,0515,1831, ,0.0,0.0,29.44,30.14,8.2,1,9.3
979,2,2009-08-30,66,51,59,M,47,53,6,0,-,-, ,M,0.005,29.5,30.13,9.4,1,10.5
980,1,2009-08-31,68,49,59,-10,44,52,6,0,0516,1829, ,0.0,0.0,29.55,30.27,4.8,3,6.0
981,2,2009-08-31,67,49,58,M,44,52,7,0,-,-, ,M,0.0,29.6,30.26,5.3,4,6.8
982,1,2009-09-01,72,47,60,-8,47,53,5,0,0517,1827, ,0.0,0.0,29.57,30.31,3.3,4,3.4
983,2,2009-09-01,71,50,61,M,49,55,4,0,-,-, ,M,0.0,29.63,30.3,3.2,6,3.5
984,1,2009-09-02,73,50,62,-6,50,56,3,0,0518,1826, ,0.0,0.0,29.51,30.25,4.1,6,5.1
985,2,2009-09-02,72,53,63,M,51,56,2,0,-,-, ,M,0.0,29.56,30.23,3.2,8,3.9
986,1,2009-09-03,75,56,66,-2,54,59,0,1,0519,1824, ,0.0,0.0,29.42,30.16,4.7,5,6.0
987,2,2009-09-03,75,57,66,M,55,60,0,1,-,-,BR,M,0.0,29.48,30.14,5.2,6,5.9
988,1,2009-09-04,75,54,65,-3,54,59,0,0,0520,1822,BR,0.0,0.0,29.44,30.15,3.6,4,4.1
989,2,2009-09-04,75,58,67,M,55,60,0,2,-,-,BR HZ,M,0.0,29.49,30.14,3.8,4,4.4
990,1,2009-09-05,78,54,66,-1,57,61,0,1,0521,1821,BR HZ,0.0,0.0,29.49,30.21,4.3,4,5.3
991,2,2009-09-05,78,57,68,M,57,62,0,3,-,-,BR HZ,M,0.0,29.54,30.19,5.2,6,5.8
992,1,2009-09-06,77,61,69, 2,59,63,0,4,0522,1819,RA BR HZ,0.0,0.03,29.47,30.19,4.2,5,5.3
993,2,2009-09-06,77,66,72,M,59,64,0,7,-,-, ,M,0.005,29.52,30.17,6.3,8,6.6
994,1,2009-09-07,77,59,68, 1,59,62,0,3,0523,1817,BR,0.0,0.0,29.39,30.09,5.8,3,4.0
995,2,2009-09-07,77,63,70,M,59,63,0,5,-,-,BR HZ,M,0.0,29.44,30.09,6.3,4,6.9
996,1,2009-09-08,78,60,69, 3,60,63,0,4,0524,1815, ,0.0,0.0,29.36,30.07,6.6,3,7.3
997,2,2009-09-08,78,62,70,M,62,65,0,5,-,-,BR HZ,M,0.0,29.41,30.05,6.9,4,8.0
998,1,2009-09-09,78,65,72, 6,63,65,0,7,0525,1814,BR HZ,0.0,0.0,29.42,30.14,6.1,6,6.9
999,2,2009-09-09,77,68,73,M,63,66,0,8,-,-,BR HZ,M,0.0,29.47,30.12,6.8,7,7.2
1000,1,2009-09-10,81,64,73, 7,62,65,0,8,0526,1812,BR HZ,0.0,0.0,29.48,30.2,6.0,6,6.8
1001,2,2009-09-10,80,65,73,M,62,66,0,8,-,-,BR HZ,M,0.0,29.54,30.17,6.6,7,7.3
1002,1,2009-09-11,80,61,71, 6,59,63,0,6,0527,1810,BR,0.0,0.0,29.44,30.17,5.1,7,5.6
1003,2,2009-09-11,78,64,71,M,59,64,0,6,-,-, ,M,0.0,29.49,30.15,6.4,8,6.7
1004,1,2009-09-12,79,58,69, 4,60,63,0,4,0528,1809,FG+ BR,0.0,0.0,29.41,30.14,3.7,3,4.8
1005,2,2009-09-12,78,61,70,M,61,64,0,5,-,-,FG+ FG BR,M,0.0,29.47,30.12,3.2,6,4.5
1006,1,2009-09-13,80,58,69, 4,54,60,0,4,0529,1807,FG+ MIFG BR,0.0,0.0,29.39,30.12,1.5,7,3.0
1007,2,2009-09-13,79,57,68,M,55,61,0,3,-,-,FG+ BR,M,0.01,29.45,30.11,2.5,7,4.2
1008,1,2009-09-14,84,58,71, 7,55,61,0,6,0530,1805, ,0.0,0.0,29.34,30.07,0.1,33,2.1
1009,2,2009-09-14,84,59,72,M,56,62,0,7,-,-, ,M,0.0,29.4,30.05,1.1,13,2.7
1010,1,2009-09-15,82,64,73, 9,59,63,0,8,0531,1803, ,0.0,0.0,29.36,30.07,6.2,2,7.8
1011,2,2009-09-15,83,63,73,M,58,64,0,8,-,-, ,M,0.0,29.41,30.05,5.8,2,6.7
1012,1,2009-09-16,71,59,65, 1,54,59,0,0,0532,1760, ,0.0,0.0,29.49,30.2,11.0,5,11.4
1013,2,2009-09-16,72,62,67,M,54,60,0,2,-,-, ,M,0.0,29.54,30.18,12.5,6,13.4
1014,1,2009-09-17,72,50,61,-3,52,56,4,0,0533,1758, ,0.0,0.0,29.45,30.18,3.4,5,4.2
1015,2,2009-09-17,71,54,63,M,51,57,2,0,-,-, ,M,0.0,29.51,30.17,4.5,8,5.4
1016,1,2009-09-18,79,50,65, 1,55,59,0,0,0535,1756,BR,0.0,0.0,29.46,30.18,5.1,2,6.4
1017,2,2009-09-18,79,52,66,M,55,59,0,1,-,-, ,M,0.0,29.52,30.17,5.3,3,6.7
1018,1,2009-09-19,76,55,66, 3,55,59,0,1,0536,1755, ,0.0,0.0,29.48,30.21,3.2,10,5.9
1019,2,2009-09-19,75,58,67,M,55,60,0,2,-,-, ,M,0.0,29.54,30.2,4.4,10,5.8
1020,1,2009-09-20,73,54,64, 2,56,60,1,0,0537,1753,RA DZ BR,0.0,0.75,29.28,30.04,6.4,7,7.9
1021,2,2009-09-20,71,54,63,M,56,60,2,0,-,-,RA DZ BR,M,0.44,29.34,30.02,5.9,8,7.3
1022,1,2009-09-21,67,60,64, 2,59,61,1,0,0538,1751,DZ BR HZ,0.0,0.005,29.26,29.98,3.5,23,4.6
1023,2,2009-09-21,69,63,66,M,60,62,0,1,-,-,DZ BR HZ,M,0.005,29.31,29.97,3.6,23,5.5
1024,1,2009-09-22,77,59,68, 6,65,67,0,3,0539,1749,BR HZ,0.0,0.0,29.28,29.98,5.2,17,7.7
1025,2,2009-09-22,76,63,70,M,65,67,0,5,-,-,RA BR,M,0.04,29.34,29.97,5.2,18,7.3
1026,1,2009-09-23,76,62,69, 8,62,64,0,4,0540,1748,BR,0.0,0.0,29.42,30.12,0.6,32,4.0
1027,2,2009-09-23,76,62,69,M,63,64,0,4,-,-,BR,M,0.0,29.47,30.11,0.8,31,4.7
1028,1,2009-09-24,73,64,69, 8,63,65,0,4,0541,1746,BR,0.0,0.0,29.44,30.16,4.3,6,4.7
1029,2,2009-09-24,71,64,68,M,62,64,0,3,-,-,BR,M,0.0,29.49,30.15,4.1,7,4.4
1030,1,2009-09-25,70,60,65, 4,57,60,0,0,0542,1744,RA DZ BR,0.0,0.16,29.39,30.12,5.4,11,7.3
1031,2,2009-09-25,70,60,65,M,57,60,0,0,-,-,RA DZ BR,M,0.02,29.44,30.11,5.4,11,6.3
1032,1,2009-09-26,69,55,62, 2,56,59,3,0,0543,1742,BR,0.0,0.0,29.15,29.91,4.0,27,4.6
1033,2,2009-09-26,66,56,61,M,56,59,4,0,-,-,BR,M,0.005,29.21,29.9,3.9,26,4.6
1034,1,2009-09-27,74,50,62, 2,53,57,3,0,0544,1741,TSRA RA FG BR,0.0,0.08,28.84,29.59,8.2,22,10.2
1035,2,2009-09-27,74,53,64,M,53,58,1,0,-,-,TSRA FG+ BR,M,0.48,28.91,29.59,7.6,23,10.2
1036,1,2009-09-28,62,49,56,-3,42,49,9,0,0545,1739,RA,0.0,0.01,28.91,29.61,20.3,29,20.7
1037,2,2009-09-28,63,50,57,M,42,49,8,0,-,-,RA,M,0.005,28.98,29.61,19.8,28,20.2
1038,1,2009-09-29,60,48,54,-5,42,48,11,0,0546,1737, ,0.0,0.0,29.28,29.96,9.0,33,10.3
1039,2,2009-09-29,58,48,53,M,42,48,12,0,-,-,DZ,M,0.005,29.34,29.96,8.4,33,10.2
1040,1,2009-09-30,62,47,55,-4,40,47,10,0,0547,1735, ,0.0,0.0,29.39,30.11,5.7,3,6.8
1041,2,2009-09-30,61,49,55,M,42,48,10,0,-,-, ,M,0.0,29.44,30.1,4.8,3,7.0
1042,1,2009-10-01,59,41,50,-8,46,49,15,0,0548,1734,RA BR,0.0,0.89,29.13,29.9,9.1,13,9.5
1043,2,2009-10-01,59,44,52,M,46,49,13,0,-,-,TSRA RA BR,M,0.59,29.18,29.9,8.8,13,8.7
1044,1,2009-10-02,56,47,52,-6,46,48,13,0,0549,1732,RA BR,0.0,0.21,28.8,29.55,10.5,21,12.0
1045,2,2009-10-02,56,48,52,M,46,48,13,0,-,-,RA DZ BR,M,0.17,28.87,29.56,10.0,22,11.6
1046,1,2009-10-03,57,47,52,-5,47,49,13,0,0550,1730,RA DZ BR,0.0,0.11,29.02,29.7,6.9,26,7.4
1047,2,2009-10-03,58,47,53,M,47,49,12,0,-,-,RA BR,M,0.03,29.08,29.71,9.4,26,9.8
1048,1,2009-10-04,60,45,53,-4,43,47,12,0,0552,1729, ,0.0,0.005,29.28,29.98,9.0,28,9.2
1049,2,2009-10-04,61,45,53,M,42,47,12,0,-,-, ,M,0.0,29.34,29.99,8.9,27,9.3
1050,1,2009-10-05,62,43,53,-4,42,47,12,0,0553,1727, ,0.0,0.0,29.29,30.03,1.8,8,5.4
1051,2,2009-10-05,61,42,52,M,42,47,13,0,-,-, ,M,0.0,29.35,30.04,2.9,9,4.5
1052,1,2009-10-06,61,49,55,-1,47,51,10,0,0554,1725,RA DZ BR,0.0,0.03,28.9,29.65,8.8,24,14.9
1053,2,2009-10-06,62,49,56,M,46,50,9,0,-,-,RA BR,M,0.05,28.97,29.66,9.5,24,15.1
1054,1,2009-10-07,60,45,53,-3,39,46,12,0,0555,1724, ,0.0,0.0,29.24,29.95,9.2,26,10.8
1055,2,2009-10-07,60,45,53,M,39,46,12,0,-,-, ,M,0.0,29.31,29.96,8.5,26,10.1
1056,1,2009-10-08,53,45,49,-7,46,48,16,0,0556,1722,RA DZ BR,0.0,0.12,29.18,29.92,3.3,21,4.8
1057,2,2009-10-08,54,47,51,M,46,49,14,0,-,-,RA DZ BR,M,0.14,29.25,29.93,4.8,20,5.6
1058,1,2009-10-09,52,39,46,-9,43,45,19,0,0557,1720,RA BR,0.0,0.46,29.21,29.93,9.4,34,10.0
1059,2,2009-10-09,52,40,46,M,44,46,19,0,-,-,RA DZ BR,M,0.43,29.26,29.92,9.3,35,10.2
1060,1,2009-10-10,48,31,40,-15,30,35,25,0,0558,1719, ,0.0,0.0,29.49,30.21,7.4,28,7.7
1061,2,2009-10-10,48,33,41,M,30,36,24,0,-,-, ,M,0.0,29.55,30.21,7.8,29,8.2
1062,1,2009-10-11,44,29,37,-17,22,32,28,0,0559,1717, ,0.0,0.0,29.6,30.35,1.5,33,5.0
1063,2,2009-10-11,45,29,37,M,23,33,28,0,-,-, ,M,0.0,29.67,30.36,1.1,1,4.8
1064,1,2009-10-12,48,41,45,-9,36,41,20,0,0600,1715,RA DZ BR,0.0,0.02,29.44,30.18,0.6,19,3.8
1065,2,2009-10-12,49,42,46,M,34,40,19,0,-,-,RA DZ BR HZ,M,0.005,29.5,30.2,0.6,24,3.5
1066,1,2009-10-13,47,34,41,-12,32,38,24,0,0602,1714, ,0.0,0.0,29.6,30.35,8.5,1,10.0
1067,2,2009-10-13,48,36,42,M,32,39,23,0,-,-,BR,M,0.0,29.66,30.35,8.5,2,11.3
1068,1,2009-10-14,48,42,45,-8,36,41,20,0,0603,1712,RA DZ BR,0.0,0.03,29.4,30.17,11.0,9,11.5
1069,2,2009-10-14,48,42,45,M,36,41,20,0,-,-,RA DZ BR,M,0.03,29.47,30.17,10.7,10,11.2
1070,1,2009-10-15,44,41,43,-10,38,40,22,0,0604,1711,RA DZ BR,0.0,0.29,29.26,30.0,8.2,6,9.1
1071,2,2009-10-15,44,41,43,M,38,40,22,0,-,-,RA DZ BR,M,0.33,29.31,30.0,9.4,7,10.0
1072,1,2009-10-16,45,39,42,-10,36,39,23,0,0605,1709,RA,  T,0.04,29.41,30.13,8.2,35,8.2
1073,2,2009-10-16,46,40,43,M,36,40,22,0,-,-,RA DZ,M,0.08,29.46,30.13,7.1,35,8.1
1074,1,2009-10-17,52,36,44,-8,33,39,21,0,0606,1707,DZ,0.0,0.005,29.57,30.3,8.0,34,8.2
1075,2,2009-10-17,52,39,46,M,34,40,19,0,-,-,RA,M,0.01,29.64,30.3,6.9,35,7.7
1076,1,2009-10-18,53,31,42,-9,33,39,23,0,0607,1706, ,0.0,0.0,29.49,30.25,6.1,21,6.9
1077,2,2009-10-18,53,33,43,M,33,40,22,0,-,-, ,M,0.0,29.55,30.26,5.8,21,6.2
1078,1,2009-10-19,65,44,55, 4,41,47,10,0,0608,1704, ,0.0,0.0,29.25,30.0,11.4,21,11.5
1079,2,2009-10-19,66,43,55,M,40,47,10,0,-,-, ,M,0.0,29.32,30.01,10.7,21,10.8
1080,1,2009-10-20,62,48,55, 5,48,52,10,0,0610,1703,RA,0.0,0.03,29.31,30.03,4.0,19,5.3
1081,2,2009-10-20,64,51,58,M,47,52,7,0,-,-,RA,M,0.05,29.38,30.03,6.4,19,7.4
1082,1,2009-10-21,69,55,62,12,52,56,3,0,0611,1701,RA,0.0,0.005,29.25,29.99,11.4,21,11.5
1083,2,2009-10-21,70,55,63,M,50,55,2,0,-,-, ,M,0.01,29.32,29.99,11.1,21,11.2
1084,1,2009-10-22,58,48,53, 3,48,50,12,0,0612,1660,RA BR,0.0,1.03,29.18,29.94,8.4,5,13.0
1085,2,2009-10-22,58,49,54,M,49,51,11,0,-,-,RA BR,M,0.84,29.23,29.93,8.7,6,13.2
1086,1,2009-10-23,61,42,52, 3,49,50,13,0,0613,1658,RA DZ BR,0.0,0.89,28.73,29.48,6.2,18,16.2
1087,2,2009-10-23,62,44,53,M,50,51,12,0,-,-,RA DZ BR,M,1.29,28.8,29.48,6.6,19,15.4
1088,1,2009-10-24,50,38,44,-5,37,40,21,0,0614,1657,RA DZ BR,0.0,0.04,29.03,29.73,8.3,26,8.9
1089,2,2009-10-24,49,39,44,M,37,41,21,0,-,-,RA DZ SN,M,0.05,29.1,29.74,9.6,26,10.3
1090,1,2009-10-25,62,44,53, 5,45,49,12,0,0616,1656,RA BR,0.0,0.27,29.26,29.96,5.5,19,6.9
1091,2,2009-10-25,63,44,54,M,43,48,11,0,-,-,RA BR,M,0.24,29.32,29.97,6.3,19,7.3
1092,1,2009-10-26,55,49,52, 4,48,49,13,0,0617,1654,RA BR,0.0,0.11,29.28,30.02,4.9,21,7.5
1093,2,2009-10-26,55,50,53,M,47,49,12,0,-,-,RA DZ BR,M,0.13,29.35,30.02,5.2,21,6.8
1094,1,2009-10-27,51,45,48, 0,45,47,17,0,0618,1653,RA BR,0.0,0.06,29.19,29.94,4.4,5,6.5
1095,2,2009-10-27,52,48,50,M,46,48,15,0,-,-,RA DZ BR,M,0.16,29.24,29.94,5.5,5,7.0
1096,1,2009-10-28,57,50,54, 7,49,51,11,0,0619,1651,BR HZ,0.0,0.0,29.28,29.99,3.1,14,4.3
1097,2,2009-10-28,58,50,54,M,49,51,11,0,-,-,BR HZ,M,0.0,29.34,29.99,1.8,13,3.0
1098,1,2009-10-29,60,47,54, 7,50,52,11,0,0620,1650,RA BR HZ,0.0,0.6,29.21,29.98,12.5,14,12.7
1099,2,2009-10-29,60,48,54,M,50,52,11,0,-,-,RA BR HZ,M,1.05,29.28,29.99,11.1,14,11.4
1100,1,2009-10-30,67,46,57,11,53,56,8,0,0622,1649,RA DZ BR,0.0,0.81,28.79,29.55,15.6,20,17.4
1101,2,2009-10-30,68,47,58,M,54,56,7,0,-,-,RA BR,M,1.15,28.87,29.56,15.7,21,17.9
1102,1,2009-10-31,46,35,41,-5,31,38,24,0,0623,1647, ,0.0,0.005,29.18,29.86,11.1,26,11.5
1103,2,2009-10-31,47,37,42,M,31,38,23,0,-,-, ,M,0.01,29.25,29.87,13.4,26,13.8
1104,1,2010-05-01,70,58,64,11,53,58,1,0,0448,1849,RA BR,0.0,0.11,28.89,29.6,9.1,21,9.4
1105,2,2010-05-01,71,61,66,M,54,59,0,1,-,-,RA,M,0.01,28.95,29.59,7.4,22,8.1
1106,1,2010-05-02,69,53,61, 7,52,56,4,0,0447,1850,RA BR,0.0,0.93,28.9,29.61,4.4,25,6.1
1107,2,2010-05-02,68,54,61,M,52,56,4,0,-,-,RA BR,M,0.31,28.97,29.6,2.8,26,6.9
1108,1,2010-05-03,72,50,61, 7,45,53,4,0,0446,1851, ,0.0,0.0,29.07,29.77,8.8,25,9.4
1109,2,2010-05-03,72,52,62,M,45,53,3,0,-,-, ,M,0.0,29.13,29.77,8.9,25,9.5
1110,1,2010-05-04,79,50,65,11,44,54,0,0,0444,1852, ,0.0,0.0,29.05,29.77,13.9,21,14.2
1111,2,2010-05-04,80,53,67,M,43,54,0,2,-,-, ,M,0.0,29.13,29.78,12.1,21,12.6
1112,1,2010-05-05,72,56,64, 9,37,51,1,0,0443,1853, ,0.0,0.005,29.08,29.77,10.2,27,12.8
1113,2,2010-05-05,73,57,65,M,37,51,0,0,-,-, ,M,0.005,29.15,29.77,9.7,27,12.1
1114,1,2010-05-06,63,46,55, 0,39,46,10,0,0442,1855,TSRA,0.0,0.01,29.27,29.99,5.7,3,9.1
1115,2,2010-05-06,60,48,54,M,39,46,11,0,-,-, ,M,0.05,29.33,29.99,5.9,6,10.1
1116,1,2010-05-07,59,45,52,-3,46,48,13,0,0441,1856,TSRA RA BR,0.0,0.72,28.98,29.73,2.6,34,13.2
1117,2,2010-05-07,59,46,53,M,46,49,12,0,-,-,TSRA RA BR,M,0.74,29.04,29.73,3.7,31,13.8
1118,1,2010-05-08,50,42,46,-10,35,41,19,0,0439,1857,RA,0.0,0.02,29.36,30.05,14.5,30,15.2
1119,2,2010-05-08,50,42,46,M,35,41,19,0,-,-,RA,M,0.08,29.42,30.06,13.6,29,14.4
1120,1,2010-05-09,58,38,48,-8,29,40,17,0,0438,1858, ,0.0,0.0,29.59,30.31,2.5,35,6.4
1121,2,2010-05-09,56,37,47,M,29,40,18,0,-,-, ,M,0.0,29.66,30.32,1.8,6,5.9
1122,1,2010-05-10,58,41,50,-6,31,42,15,0,0437,1859,RA,0.0,0.005,29.47,30.24,13.5,11,14.2
1123,2,2010-05-10,58,43,51,M,29,42,14,0,-,-,RA,M,0.005,29.54,30.25,12.5,12,13.0
1124,1,2010-05-11,52,44,48,-9,46,47,17,0,0436,1860,RA DZ BR,0.0,0.97,29.16,29.9,5.6,9,9.9
1125,2,2010-05-11,59,44,52,M,46,48,13,0,-,-,RA BR,M,0.72,29.21,29.89,3.0,12,10.4
1126,1,2010-05-12,51,44,48,-9,45,46,17,0,0435,1901,TSRA RA FG BR,0.0,0.12,29.36,30.1,8.9,6,10.4
1127,2,2010-05-12,53,46,50,M,45,47,15,0,-,-,TSRA RA DZ BR HZ,M,0.14,29.41,30.09,8.3,6,10.0
1128,1,2010-05-13,73,48,61, 3,53,55,4,0,0434,1902,TSRA RA BR,0.0,1.49,29.23,29.93,4.8,25,12.3
1129,2,2010-05-13,78,49,64,M,54,57,1,0,-,-,TSRA RA BR,M,0.97,29.28,29.93,5.9,25,13.4
1130,1,2010-05-14,66,47,57,-1,44,50,8,0,0433,1903, ,0.0,0.0,29.46,30.17,10.9,26,11.2
1131,2,2010-05-14,67,49,58,M,43,51,7,0,-,-, ,M,0.0,29.52,30.17,11.9,26,12.3
1132,1,2010-05-15,61,43,52,-6,42,48,13,0,0432,1904, ,0.0,0.0,29.53,30.26,4.1,4,5.8
1133,2,2010-05-15,63,47,55,M,41,48,10,0,-,-, ,M,0.0,29.59,30.25,4.0,5,6.4
1134,1,2010-05-16,66,41,54,-5,43,49,11,0,0431,1905, ,0.0,0.0,29.44,30.18,9.7,5,10.1
1135,2,2010-05-16,66,46,56,M,43,50,9,0,-,-, ,M,0.0,29.48,30.17,11.1,5,11.5
1136,1,2010-05-17,58,50,54,-5,42,48,11,0,0430,1906,RA,0.0,0.01,29.29,30.04,9.6,3,9.8
1137,2,2010-05-17,60,52,56,M,43,49,9,0,-,-,RA DZ,M,0.11,29.35,30.03,7.9,3,8.8
1138,1,2010-05-18,65,46,56,-4,40,48,9,0,0429,1907, ,0.0,0.0,29.26,29.99,9.1,3,9.8
1139,2,2010-05-18,62,49,56,M,41,48,9,0,-,-, ,M,0.0,29.31,29.98,9.6,2,10.1
1140,1,2010-05-19,74,44,59,-1,39,51,6,0,0428,1908, ,0.0,0.0,29.31,30.02,5.7,4,6.4
1141,2,2010-05-19,73,46,60,M,39,50,5,0,-,-, ,M,0.0,29.36,30.02,6.4,4,7.3
1142,1,2010-05-20,74,47,61, 0,49,55,4,0,0427,1909,RA,0.0,0.05,29.29,30.02,6.8,13,7.8
1143,2,2010-05-20,72,51,62,M,49,55,3,0,-,-,RA,M,0.09,29.35,30.02,6.3,12,7.4
1144,1,2010-05-21,73,56,65, 4,58,60,0,0,0426,1910,RA DZ BR HZ,0.0,0.21,29.15,29.88,4.6,10,6.3
1145,2,2010-05-21,72,56,64,M,58,60,1,0,-,-,RA DZ BR,M,0.4,29.21,29.87,5.0,12,6.2
1146,1,2010-05-22,74,58,66, 5,59,61,0,1,0425,1911,FG+ BR HZ,0.0,0.0,29.23,29.94,3.4,12,5.4
1147,2,2010-05-22,72,58,65,M,59,61,0,0,-,-,FG+ FG BR HZ,M,0.01,29.29,29.94,2.7,9,6.1
1148,1,2010-05-23,89,62,76,15,66,69,0,11,0425,1912, ,0.0,0.0,29.26,29.97,9.8,18,10.0
1149,2,2010-05-23,89,65,77,M,65,69,0,12,-,-, ,M,0.0,29.33,29.96,9.7,18,10.0
1150,1,2010-05-24,91,70,81,19,67,72,0,16,0424,1913, ,0.0,0.0,29.33,30.03,6.6,14,8.2
1151,2,2010-05-24,91,73,82,M,66,71,0,17,-,-, ,M,0.0,29.39,30.01,6.3,13,7.9
1152,1,2010-05-25,88,69,79,17,62,68,0,14,0423,1914, ,0.0,0.0,29.33,30.04,5.1,13,7.8
1153,2,2010-05-25,87,71,79,M,61,68,0,14,-,-, ,M,0.0,29.39,30.02,6.4,12,8.1
1154,1,2010-05-26,87,66,77,15,63,68,0,12,0422,1915, ,0.0,0.005,29.29,30.0,3.1,3,4.5
1155,2,2010-05-26,85,70,78,M,62,68,0,13,-,-,TS RA,M,0.005,29.34,29.98,3.2,2,5.8
1156,1,2010-05-27,77,61,69, 7,50,59,0,4,0422,1916, ,0.0,0.0,29.31,30.03,10.4,3,10.7
1157,2,2010-05-27,77,63,70,M,50,59,0,5,-,-, ,M,0.0,29.36,30.0,12.7,2,13.0
1158,1,2010-05-28,79,57,68, 5,50,58,0,3,0421,1916, ,0.0,0.0,29.28,30.01,7.8,3,8.4
1159,2,2010-05-28,76,59,68,M,49,58,0,3,-,-, ,M,0.0,29.33,29.99,10.0,2,10.4
1160,1,2010-05-29,86,59,73, 9,57,63,0,8,0421,1917, ,0.0,0.0,29.23,29.95,5.0,5,5.8
1161,2,2010-05-29,84,62,73,M,57,63,0,8,-,-, ,M,0.0,29.28,29.93,4.5,7,5.6
1162,1,2010-05-30,91,61,76,12,59,66,0,11,0420,1918, ,0.0,0.0,29.16,29.88,4.6,18,5.9
1163,2,2010-05-30,91,64,78,M,59,66,0,13,-,-,TSRA,M,0.005,29.23,29.86,4.5,17,6.1
1164,1,2010-05-31,81,66,74,10,64,67,0,9,0420,1919,TSRA RA BR,0.0,0.26,29.15,29.86,0.6,24,4.7
1165,2,2010-05-31,84,65,75,M,65,67,0,10,-,-,TSRA RA BR HZ,M,1.57,29.21,29.85,1.6,19,4.8
1166,1,2010-06-01,85,63,74,10,62,67,0,9,0419,1920,BR HZ,0.0,0.0,29.1,29.84,5.1,19,6.0
1167,2,2010-06-01,84,65,75,M,63,67,0,10,-,-,BR HZ,M,0.0,29.17,29.83,4.4,17,6.1
1168,1,2010-06-02,77,57,67, 3,61,64,0,2,0419,1920,TSRA RA BR,0.0,1.02,29.0,29.71,3.6,34,8.7
1169,2,2010-06-02,77,59,68,M,61,64,0,3,-,-,TSRA RA BR,M,1.3,29.05,29.69,2.8,32,10.1
1170,1,2010-06-03,71,56,64, 0,46,55,1,0,0418,1921, ,0.0,0.0,29.1,29.81,6.7,4,7.8
1171,2,2010-06-03,71,58,65,M,46,55,0,0,-,-, ,M,0.0,29.15,29.79,6.1,4,7.7
1172,1,2010-06-04,83,57,70, 6,60,65,0,5,0418,1922, ,0.0,0.0,29.0,29.73,7.8,22,9.8
1173,2,2010-06-04,83,60,72,M,59,64,0,7,-,-, ,M,0.005,29.07,29.71,6.8,21,8.5
1174,1,2010-06-05,79,60,70, 5,65,67,0,5,0417,1923,RA BR,0.0,0.15,28.95,29.66,5.0,23,7.8
1175,2,2010-06-05,79,60,70,M,63,66,0,5,-,-,TS RA BR,M,0.51,29.0,29.65,3.8,24,8.0
1176,1,2010-06-06,76,55,66, 0,55,59,0,1,0417,1923,RA,0.0,0.005,29.16,29.84,9.2,32,11.2
1177,2,2010-06-06,75,58,67,M,54,59,0,2,-,-,RA,M,0.005,29.22,29.83,8.3,33,10.4
